SampleID_UK,Subject,Corneometer,Alloprevotella,Propionibacterium,Fusobacterium,family,Veillonella,Brevundimonas,Kytococcus,unresolved,Anaerococcus,Rhizobium,Staphylococcus,Brevibacterium,Selenomonas,Corynebacterium,Pantoea,Eubacterium,Porphyromonas,Streptococcus,Coprococcus,Proteus,Prevotella,Rhodococcus,Lactobacillus,Lachnospiraceae_[G],Anoxybacillus,Acinetobacter,Escherichia,Pasteurella,unresolved,Actinomyces,Catonella,Nocardioides,Agrobacterium,Micrococcus,Capnocytophaga,Finegoldia,Enterococcus,Pseudomonas,Leptotrichia,Alistipes,Synergistetes_[G],Klebsiella,Clostridium,Gordonia,Unclassified_Flavobacteriaceae,Gemella,Azospira,Erysipelatoclostridium,Bacillus,Rhodopseudomonas,Peptoniphilus,Mesorhizobium,Flavonifractor,Bacteroides,Sphingobacterium,TM7_[G-1],Dorea,Ureaplasma,Roseburia,Haemophilus,Peptoniphilaceae_[G-3],Jonquetella,Filifactor,Neisseria,Ruminococcaceae_[G-3],Mycoplasma,Leuconostoc,Kluyvera,Peptostreptococcaceae_[XI][G-9],unresolved,Ochrobactrum,Parvimonas,Alteromonas,Clostridiales_[G],Eikenella,Stenotrophomonas,Bergeyella,Alphaproteobacteria,Enhydrobacter,Alloiococcus,Kocuria,Bergeyella,Sphingomonas,Lachnospiraceae_[G-3],Paracoccus,Aggregatibacter,Bosea,Dialister,Thermus,Enterobacter,Treponema,Granulicatella,Faecalibacterium,Peptostreptococcus,Carnobacterium,Turicibacter,Arthrobacter,Exiguobacterium,Solobacterium,Parabacteroides,Holdemanella,Bradyrhizobium,Blautia,Campylobacter,Stomatobaculum,TM7_[G-6],Nocardiopsis,Acidaminococcus,Psychrobacter,Kingella,Methylobacterium,Sanguibacter,Bacteroidetes_[G-7],Deinococcus,Atopobium,Facklamia,Rickettsiella,Aerococcus,Tsukamurella,Megasphaera,Rothia,Sneathia,Lacnoclostridium,Lachnospiraceae_[G-9],Lachnospiraceae_[G-7],Lactococcus,Calycanthus,Geobacillus,Mobiluncus,Shewanella,Clavibacter,Actinobaculum,order,Ruminococcaceae_[G-1],Helicobacter,family,Odoribacter,unresolved,Tissierella,Vibrio,Afipia,Anaeroglobus,Pseudoclavibacter,Peptoclostridium,Dechloromonas,Macrococcus,Turicella,Erwinia,Actinomycetales,Defluvibacter,Microbacterium,Patulibacter,Citrobacter,Anoxybacillus,Eremococcus,Lachnospiraceae_[G-2],Aeromonas,Serratia,Methylobacterium,Janibacter,Yersinia,Abiotrophia,Dolosigranulum,Caulobacter,Peptostreptococcaceae_[XI][G-1],Tannerella,Collinsella,Arsenicicoccus,Fastidiosipila,Brachybacterium,Oribacterium,Flavobacterium,Pinus,Chryseobacterium,Comamonadaceae_[G],Manihot,Blastococcus,Dermacoccus,Lachnoanaerobaculum,Moraxella,Pseudoxanthomonas,Polaromonas,Xanthomonas,TM7_[G-3],Tatumella,TM7_[G-5]
249,100,23.8,6.727286888,83.45340551,0.048677908,5.607695004,0.447836754,0,0,5.10144476,0,0,123.9242182,0.720433039,1.119591884,248.8998793,0,0,0.78858211,26.75337825,0,0,0.126562561,0.029206745,55.34678142,0,0,7.369835274,0,0,0,2.30733284,0,0,0,115.8242143,0.126562561,0,1.382452588,5.451925698,2.112621208,0,0,0,0,25.19568519,0,8.937263912,0,0,22.53787141,0,4.361540558,0,0,0,0,0,0,0,0,2.570193543,2.034736555,0,0,3.456131469,0,0,0,0,0,0,0,0,0,0.146033724,0.038942326,4.565987772,3.329568908,0.155769306,0.54519257,0.136298142,1.285096772,2.30733284,0.05841349,0,0.350480938,0,0,1.76214027,0,6.727286888,0,0.632812804,0,0,0,0,0,0.05841349,0,0,0,0,0,0,0,0,0,0,0.808053273,3.485338214,0,0,0,0,0,0,0,0,0,0,2.404688656,0,0,0.009735582,0,0,0.009735582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029206745,0,0,0,0,0.029206745,0,0,0,0,0,0,0,69.84306242,0,0,0,0,0,0.525721407,0,0.769110947,5.880291289,1.382452588,0,0,0,0,0,0
250,101,23.8,0,15.76329842,0.16501272,0.004583687,0.132926913,0,0,0.004583687,0.004583687,0,338.3127449,0,0.02750212,38.823826,1.700547751,0,0,4.542433479,0,0,1.466779731,0.256686453,4.368253386,0,0,4.464510806,3.552357161,0,0,0.100841107,0,0,0,116.4577269,0.018334747,2.759379369,0,0.449201293,0.091673733,0,0,0,0,4.556184539,0,1.883895217,1.045080558,0,0.238351706,0,0.224600646,0,0,0,0,0,0,0,0,0.022918433,0,0,0,0.004583687,0,0,0,0,0,0,0,0,0,0,0.004583687,0.536291339,0,7.416405015,34.82226755,0,1.233011711,0.540875026,0.105424793,0.009167373,0.229184333,0,0,0.01375106,0,0,1.521783971,0.009167373,0.210849586,0,0,0,0,0,0,0.004583687,0,0,0,0.04125318,0,0,0,0,0,0.02750212,0,0,0,0,0,0,0,0,0,0,0.339192813,0,0,0.01375106,0,0,0,0,0,0,0,0,0,0.004583687,0,0,0,0,0,0,0,0,0,0,0,0.004583687,0,0,2.310178076,0,0,0,0,0.004583687,0,0,0,0,0,0,0,0,0,0.12375954,0,0,0,0,0,1.329269131,0.004583687,0,0,0,0,0,0,397.1718653,0,5.619599844,0,0,0.004583687,0,0,0.01375106
251,101,24.9,0,10.13782274,0.01666035,0.01666035,0.108292273,0,0,0.199924195,0.395683303,0,269.3228817,0.116622447,0,37.0359572,0.728890296,0,0,1.865959157,0,0,0.066641398,0,7.463836629,0,0,3.457022546,0,0,0,0.033320699,0,0,0,118.6383496,0.012495262,5.560391685,2.569858928,2.061718265,1.166224473,0,0,0,0,7.409690492,0,0.020825437,0.012495262,0,0,0,0,0,0,0,0,0.004165087,0,0,0,0.116622447,0.01666035,0,0,0.291556118,0,0,0,0,0,0,0,0,0,0,0.008330175,0.295721206,0.033320699,0.595607499,27.0813983,0,1.282846921,0.087466835,0.074971573,0,0.987125715,0,0.091631923,0,0,0.004165087,0,0.137447884,0,0,0,0,0,0,0,0,0,0,0,0.004165087,0.004165087,0,0,0,0,0.004165087,0.437334177,0,0,0,0,0,0,0,0,0,0.037485787,0,0,0,0,0.033320699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237409982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054146136,0,0,0,0,0,0,1.066262376,0,0,0,0.116622447,0,0,0,481.250859,0,7.747062572,0,0,0,0,0,0
252,0,21.6,0,227.5009341,0.244573525,0.013587418,7.072251095,0,0.006793709,3.376473386,4.53140392,0,209.9595774,0,0,51.44875845,0,1.596521621,0,23.4858521,0,0,0.047555963,0,0.122286762,0,0,2.805801828,0,0,0,10.28567546,0,0,0,1.433472604,0,1.127755698,0,8.675566425,7.588572981,0,0,0,0,31.56357213,0,1.270423588,0,0,0,0,0.298923197,0,0,0,0,0,0,0,0,0.631814939,0.319304324,0,0,15.17035225,0,0,0,0,0.006793709,0,0,0,0,0.061143381,0,0.529909304,0,58.67047114,11.31831924,0,0.006793709,0.027174836,0,0,0,8.872583987,0,0,0,0.129080471,0,0.407622542,0,6.148306668,0,0,0,0,0,0,0,2.126430925,0,10.51666157,0.754101702,0,0,0,0,0.006793709,0,0,0,0,0,0,0,0,0,0,0.122286762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173986888,0,0,0,0,0,0,0,0,0,0,0,0,4.25286185,0,0,0,0,0,0,0,0,0,31.9915758,0,0,0,0,0,0,0,0,0,0,0.006793709,0,0,0,0,0,0.006793709,0,247.3045959,0,0.720133157,0,0,0,0,0,0
253,0,47.7,0.007708912,237.8738822,0.138760407,0.015417823,0.269811903,0,0,0.015417823,0.007708912,0,199.1597286,0,0.015417823,44.79648474,0,0,7.770582794,0.285229726,0,0,34.2506938,0,4.424915202,0,0,0.007708912,0,0,0,0.10021585,0,0,0,0.007708912,0,50.48566142,0,0.015417823,0.215849522,0,0,0,0,20.5750848,0,0.015417823,0,0,0.007708912,0,2.089115017,0,0,0,0,0.015417823,0,0,0.917360469,0.030835646,0,0,0,0.007708912,0,0,0,0,0.007708912,14.03792784,0,0,0,0,0,0,0,64.83194573,0,0,0.007708912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023126735,0,0,0,0,20.25901943,0.023126735,0,0,0,0,0.007708912,0,0,0,0,0.030835646,0.007708912,0,0,0,0.023126735,11.94881283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077089115,0,0,0.007708912,0,0,0,0,15.79555967,0,4.656182547,0,0,0,0,0,0,0.023126735,0,0,12.56552575,0,0,0,0,0,0,0,0,0,0,0,0.007708912,0,0,0,0,0,0,230.5427074,0.038544558,0.007708912,0,0,21.19950663,0,0,0.007708912
254,3,11.7,0,31.16168945,0.012729448,1.069273658,0.012729448,2.195829833,0.630107691,13.70961583,0,0,94.22974108,0,0,375.8815143,0.07637669,0,0.006364724,3.825199216,0,0,3.131444283,0.852873036,0.82741414,0,0,48.57557473,11.27192647,0,0,0.292777311,0,0,0,187.9503042,0.941979175,1.552992693,0,36.08798595,0.050917793,0,0,1.693016625,0,9.146108608,0,1.228391762,0,0,7.650398432,0,0,0,0,0.26095369,0,0.025458897,2.724101937,0,0,0.375518725,0,0,0,0.190941725,0,0,0,0,0,0,0,0,0,0,0,0.267318414,4.410753838,0,55.55131241,0,1.73120497,0.025458897,0.133659207,0,0.280047863,0,0,0,0,0,0,19.25965529,0,0,0,0,0,2.66681942,0,2.622266351,0,0,0,0,2.259477074,0,0,0,2.25311235,0.038188345,0,0,0,0,0,0,0,0.006364724,0,0.025458897,0.120929759,0,0,0,0,2.093994246,0,0,0,0,0,0.012729448,0,0,0,0,0,0.012729448,0,0,0,0,0,0,0,0,0,0,1.591181038,1.438427659,0,0,0,0,0,0,0,0,0,3.443315767,0,0,0,0.012729448,0,0,1.807581659,0,0,1.91578197,0,0,0,0,0,0.286412587,0,0.140023931,0,11.2782912,0,0.712849105,0,0,0,0
255,3,53.9,1.787332595,24.02200181,9.477897493,0,12.02673447,2.838334508,0,1.44119424,0,0,25.50725003,0,0.434246299,483.7000302,0,4.978098882,0.352431779,6.387825999,0,0,60.64973316,0,0.037760548,0,0,33.56912698,6.903886819,0,1.642583828,8.011529554,0,0,0,102.7967979,0.453126573,7.615043802,0,5.229835867,7.275198872,0,0,0,0,11.30299064,0,0.012586849,0,0,0.918839996,0,2.227872319,0,0,0,0,1.189457255,0,0,0,6.085741617,0.182509314,0,0,5.468986003,0,0,0,0,0,0,0.006293425,0,0,0.006293425,0.031467123,2.492196153,5.601147921,7.929715034,21.2591884,0,0,1.52300876,0,1.636290404,0.717450408,0.006293425,0,7.445121337,0,0,0,4.814469842,0,0,0,0,0,0.484593697,0,0,0,0,0,0.346138355,0,0,0,0,1.051001913,0.006293425,0,0,0,0,0.377605478,0,0,0,0,2.404088209,3.467676971,3.675359984,0.132161917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006293425,0,0,0,2.945322727,0,0,0,0,0,0,0,0.239150136,0,0,0,0,0,0,0,0,0.006293425,0,0,0,0,0,0,0,0,0,0,25.71493304,0,0,0,0,1.10134931,1.107642735,0,0.018880274,0,10.71140872,0,0,18.45861444,0,0.006293425,0
257,4,11.3,0,0.692236207,10.52578343,0.012643584,8.875795756,0.003160896,0,0,0,0,665.8585309,0,0,17.04987262,0.309767801,0,0,3.126126069,0,0,29.44058464,0,0,0,0,0.843959212,0,0,0,3.246240114,0,0,0,16.62631256,0.003160896,0.018965376,0,3.322101616,3.445376558,0,0,0,0,5.439901886,0,0.003160896,0,0,0,0,0.448847221,0,0,0,0,0,0,0,0,0.177010172,0,0,0,2.421246278,0,0,0,0,0,0,0,0,0,0,0,0,17.33751415,2.810036477,34.89313011,0,0,1.836480532,0,0,7.601954698,0,0,0,0,0.113792253,7.965457729,0,0,0,0,0,0,0,0,0,0,0.145401213,0,0,0,0,0,0,0.025287167,0.012643584,0,0,0,0,0,0,0,0,0,0.003160896,1.665792152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012643584,1.280162849,0,0,0,0,0,0,0,0,0.003160896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1718706,0,19.01278898,0,0,0,0,0,0
258,4,36.5,0,15.05424676,0.097872541,0.322616894,0.163120902,0,0,1.391965027,5.274242485,0,502.8147418,0,0,40.63522904,4.197644534,0,1.613084471,11.92232545,0,0.054373634,2.925301502,0,1.536961384,0,0,1.910327003,0.003624909,0,0,0.166745811,0,0,0,7.898676546,0,7.340440571,0.866353233,1.127346675,0,0,0,0,0.97872541,5.825228641,0,0,0,0,0,0,9.36676466,0,0,0.815604508,0,0.003624909,0,0,0,0,8.369914706,0,0.03262418,0.086997814,0,0,0.057998543,0,0,0,0.347991257,0,0,0.094247632,0,1.580460291,17.62430719,4.763130326,77.2576839,0,1.391965027,0,0,0,0,0,0.402364891,0.057998543,0,0,0,0.126871812,0,1.399214845,0,0,0.025374362,0.192120173,0,0,0,0,0,0,0,0,0,0,0,0,0.025374362,0,0,0,0,0,0,0,0,0.003624909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003624909,0,0,0.996849954,1.395589936,0,0,0,0,0,0,0.003624909,0,0,0,0,0,0,0,0.076123087,0,0,0.061623452,0,0,0,0,0,0,0.119621994,0,0,0,0,0.047123816,0.23561908,0,0,0,0,0,0.003624909,0,189.9488525,0,44.98874466,0,0,1.993699908,0,0,0
259,6,59.4,0.013673531,259.8039216,0.314491208,0.984494216,1.565619274,7.780239013,0,0.102551481,0.335001504,0,327.6793284,0,0,30.43727951,0,0,0,86.75855279,0,0,6.180435912,1.900620778,3.760220964,0,0,43.87836027,0,0,0,7.90330079,0,0,0,52.9986053,0,0,0,7.88962726,6.166762381,0,0,0,0,2.167254628,0,0.006836765,0,0,17.86446796,0,0,0,0,0.006836765,0,0,0,0,0,1.121229524,0,0,0.068367654,4.56695928,0,0,0,0,0,0,0,0,0,0,0,0,0.123061777,0.170919135,8.716875872,0,1.517761916,9.202286214,0.006836765,0,12.92148659,0,0,0.451226516,0,1.702354582,0,16.64068696,0,0,0,0,0,0.62214565,0,0,0,0,0,0.458063281,0,0,0,0,0,0.820411847,0,0,0,0,0,0,0,1.23061777,0,0,6.296660924,0,0,0,0,0.560614762,2.707359094,0,0,0,0.006836765,0.109388246,12.25832034,0,0,0,0,0,0,0,0,0,0,0,0,0.006836765,0,0.861432439,0,0,0,0,2.228785517,3.459403287,0,0,0,0,0,0,0,0.129898542,0,0,0,0,0,0,0,3.903793037,0,0,0,0,0,0.26663385,0,2.71419586,0,10.23463779,0,0,18.40457243,0,0,0
260,6,22.3,0.012735852,127.0210205,0.012735852,3.03113279,0,0,0,32.77571528,7.030190337,0,234.6899138,0,0,56.04411699,0.592217121,0,0,13.4554277,0,0,1.158962537,3.827123544,7.807077313,0,0,106.3953081,4.374765183,0,0,0.006367926,0,0,0,99.689882,0,6.692690258,0,47.69576597,0,0,0,0,0,0.388443488,0,14.07311653,0,0,5.16438801,0,1.496462617,0,0,0,0,0.624056751,0,0,0.127358521,0.006367926,3.457783834,0,0,0.248349115,0,0,0,0,0.006367926,0,0,0,0,0.006367926,0,0,6.202359953,12.37288028,76.11581984,0.171934003,0.006367926,5.705661723,0,0,12.72311621,0,0.604952973,0,0,0.821462458,0,31.07547903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.686793558,0,0,0,0,0,0,1.802123067,0,0,0.025471704,0,0,0.006367926,0,11.62783293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279246292,0.006367926,0,0,0,14.70990913,0,0,0,1.165330464,0,0,0,0,0,0,0,0,0,0,0,0,3.190330941,0,0,0.006367926,0,0,0.127358521,0,4.120048142,0,8.991511555,0,0,0,0,0,0
261,7,44.3,0,11.29430844,0.231678122,0.946018998,0.637114835,0,0,0.675727855,0.559888795,0,409.1435632,0,0,65.89311916,0,0,0.03861302,24.78955904,0,0,12.24032744,0,0.077226041,0,0,7.124102247,0,0,3.919221562,0.386130203,0,0,0,13.16703993,0,5.714727006,0,32.26117847,0.386130203,0,0,0.01930651,0,0.154452081,0,0.849486447,13.37941154,0,0.01930651,0,0.733647386,0.463356244,0,0.01930651,0,0,0,0,0.01930651,8.436944938,0.01930651,0,0,5.328596803,0,0,0,0,0,0.01930651,0.05791953,0.193065102,0,0,0,0,3.417252297,0.830179937,34.55865318,0,12.72299019,0.03861302,0.250984632,0,0.366823693,0,0,0.347517183,0,2.085103097,0,0.540582284,0,0,0,0,0,0,0,0,0,0.01930651,0,0,0,0,0,0,0,0.193065102,0,0,0,0,2.52915283,0,0,0,0,0,6.19738976,0,0.03861302,0,0,0.05791953,0,0,0,0,0,7.857749633,0.115839061,0,0,0.01930651,0,0,0,0,0.154452081,0,0,0,0,0,0,0.01930651,0.154452081,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158390609,1.061858059,0,0,0,0,0,0.077226041,0,0,0.03861302,0,0,0.270291142,0,202.1584678,0,9.074059773,0,0,88.82925322,0,0,0
262,7,11.6,0,4.067977037,2.976303626,0,0,0,0,0.032587266,3.763829221,0,311.1160595,0,0,28.83429918,0,0,0,2.492925848,0,0,10.65060477,0,0.005431211,0,0,4.165738835,0,0,0,0.005431211,0,0,0,13.57802749,0,5.409486153,0,6.349085656,0,0,0,0.010862422,0,0.005431211,0,0,16.85304772,0,0,0,0.65174532,0,0,1.585913611,0,0,0,0,3.057771791,0,3.894178285,0,0,0,0.005431211,0,0,0,0,0,0,0.005431211,0,0.244404495,0,0.928737081,11.53589216,2.253952564,263.9134048,0,97.99534002,0,0,0,2.118172289,0,0,1.890061427,0,0,0,0,0,0.005431211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695195008,0,0,0,0,1.998685647,0,0,0,0,0,1.086242199,0,0,0,0,0.135780275,0,0,0.038018477,0,0,0.461652935,0,0,0,0,0,0.010862422,0,0,0,0,0,0,0,0,0,2.650430967,0,0,0,0,0.005431211,0,0,0,0,0,0.005431211,0,0,0,0,0.744075907,0,0,0,0,0,0.619158054,0,0,0,0,0,0.005431211,0,115.8042809,0,59.98772546,0,0,6.468572298,0,0,0
263,5,53.5,0,178.9863709,0,4.563759906,4.727558219,4.366072286,0,0.016944653,0.033889306,0,460.8041932,0.135557225,0,131.6881958,0,0,0,17.04632103,0,0,10.74291007,0,13.32414557,0,0,11.48847481,0,0,0,0,0,0,0,3.151705479,0,31.4549244,0,7.116754308,10.63559394,0,0,0.011296435,0,11.75394104,0,3.050037561,0,0,0.192039402,0,1.152236412,0,0,0.005648218,0,0,0.824639785,0,0,0.016944653,0,0,0,2.920128553,0,0,0,0,0,0,0.005648218,0,0,4.744502872,0,0,0.451857416,7.094161437,0.864177309,0,0.005648218,3.37198597,0,0,5.162470982,0,4.111902489,0,0,0.005648218,0,0,5.026913757,0,0,0,0.005648218,0,0,0,0.011296435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005648218,0,0,0,0,1.50242591,0,0.305003756,0,0,6.76656481,0,0,0,0.248521579,0,0,0,0.005648218,0,0,0,0,1.361220467,0,0,0,0,0,0,0,1.061864929,0,1.220015024,0,0,0,0,0,1.129643541,0,1.971227979,0.005648218,0,0,0.254169797,0.107316136,0,0,0,0,0,0,0,0.12426079,0.005648218,0,0,0,0,0,0,7.263607969,0,3.016148254,0,0,15.82630601,0,0,0
264,5,54.7,0,46.11898738,0.176176098,0,1.438771465,0,0,3.998218664,4.761648421,0,561.2187471,6.131906959,0,243.3481289,0,0,0,32.84705468,0,0,19.11510661,0,10.23289501,0,0,4.541428299,0,0,0,2.040706466,0,0,0,0.655766586,0,6.934486961,0,2.755198418,0.029362683,0,0,0,0,2.936268297,0,2.045600247,0,0,0.009787561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009787561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489378,0,0.034256463,0,0,0,2.76987976,0,0,0,0,0,0,5.001443665,0,0,0,0,0,0,0,0,0,0,0,1.115781953,0,0,0,0,0,0,0,0,0,0,0.00489378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900455611,0,0,0,0,0.00489378,0.151707195,0,0,0,0,0,0,0,0,0.415971342,0,0,0,0,0,0,0,0,0,0,0.00489378,0,0.215326342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861305367,0,0.00489378,0,0,32.36257041,0,0,0
265,13,43.7,1.475849732,35.75581395,4.613893858,3.510733453,16.10763268,0.186344663,0,2.586463924,0.387596899,0.320512821,589.8777579,0,0.007453787,43.70900417,0,0,1.058437686,116.0852713,0.007453787,0,22.02593918,0,6.77549195,0,0,10.5620155,0.216159809,0,0.655933214,13.7149672,0.238521169,0,0.067084079,8.780560525,3.674716756,0.939177102,3.167859273,5.836314848,10.20423375,0,0,0,0.029815146,0.044722719,0,1.162790698,0,0,0.842277877,0,1.155336911,0,0,0.372689326,0,1.296958855,0,0,0,2.429934407,0.052176506,0,0.417412045,2.407573047,0,0,0.223613596,0,0.454680978,0,0.126714371,2.034883721,0,0,0.424865832,0.380143113,0.454680978,0,1.498211091,0,0.395050686,0.499403697,0.014907573,0.320512821,0,0,0,0.805008945,0,0.044722719,0.327966607,2.049791294,0,0.134168157,0,0,0,0.007453787,0.02236136,0.059630292,0,0,0,2.802623733,1.20005963,0,0,0,0,0.491949911,0.14907573,0,0,0,0.290697674,0,0,0.007453787,0.052176506,0.02236136,3.704531902,0,0,0,0,0.119260584,0.029815146,0,0,0,0,0.939177102,6.276088253,0.126714371,0.894454383,1.267143709,0,0,0,0,0,0,0,0,0,25.79755516,0,0,0.007453787,0,0,0,0.290697674,1.468395945,0,0,0.357781753,0,0,0,0,0,0,0,0,0.327966607,0,0,0.007453787,0.007453787,0.417412045,0,0,0,0,0.36523554,0.007453787,8.050089445,0,6.618962433,0,0,0.864639237,0.208706023,0,0.439773405
266,10,41.8,0,35.71789082,3.442688272,0,0,2.597954576,0,0,5.875946341,0,686.1575242,0.88192323,0.005312791,88.40483464,0,0,2.826404569,21.6283703,0,0,7.491034666,0,62.18621331,0,0,9.185814849,0,0,0,1.195377872,0,0,2.74139992,3.580820826,0.371895338,9.68521716,0,0.892548811,0,0,0,0.005312791,0,3.734891752,0,6.768495152,0,0,0,1.47164298,0.005312791,0,0,0,0,0,0,0,0,0,0,0,0,0.462212777,0,0,0,0,0,0,0.143445345,0.467525568,0,0.005312791,0,0,4.372426617,0,0,0,0.010625581,0,3.527692921,0,0,0,0,0,0,0,0,1.795723204,0,0,0,0,0,0,0,0.005312791,0,0,0,0.653473237,0,0,0,0,0,0,0,0,0,0,0.005312791,0,0,0,0,0.037189534,0.908487183,0,0,0,0,0,0,0,0.520653473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053127905,0,0,0,0,1.36538717,1.126311595,0,0,0,0,0,0,0,4.845264975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626909284,0,6.571921902,0,0,6.003453314,0,0,0
268,10,46,0,56.11689355,0,0,0.118871576,0,0.038038904,0,0.004754863,0,710.4478605,0,0,106.9130954,0,0,0,6.666317977,0,0,1.906700078,0,6.143283043,0,0,5.705835643,0,0,0,0.841610757,0,0,0,17.63103214,0,16.02864329,1.107883087,9.11507244,0,0,0,0,0,3.361688167,0,0,0,0,0,0,1.098373361,0,0,0,0,0,0,0,0,1.887680625,4.79290194,0,0,3.623205634,0,0,0,0,0,0,0.917688566,0,0,0.385143906,0,0.570583564,19.34278283,0,3.708793168,0,0,0,0,0,0,0,0,0,0,0.808326716,0,3.613695907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009509726,0,0,0,0,0,0.019019452,0,0,0,0,0,4.326925363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.245774115,0,0,0,0,0,0,0,0,0,0,0.004754863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.754863036,0,2.415470422,0,0,3.352178441,0,0,0
269,12,11.5,11.1514414,66.8247241,1.736183962,0.991355797,9.383785825,1.945994713,0,0.005245269,11.69170408,0,150.2874407,0,0,142.1730099,0.912676766,0,0.073433763,6.787377785,0,0,2.717049222,0,9.997482271,0,0,33.56972011,0,0,0,1.867315681,0,0,0,24.32231128,0,50.01888297,0,18.10142252,0,0,0,0,2.108598045,43.21576938,0,2.97931266,0,0,0,0,10.33842474,0,0,0,0,0,0,0,0,0,0,0,0.293735051,0,0,0,0,0,0,0,0,0,0,0.010490538,0,4.101800176,0,0.005245269,11.16717721,2.433804708,203.0863161,0.104905375,0,0,0,0,0,0,0,0.005245269,0,1.704712349,0,0,0,1.153959129,0,39.82732575,0,0,0,0,0,0,0,0,0,0,1.652259662,0,0,0,0,0,0,7.175527674,0,0,0,0,4.983005329,0,0,0,0,0.781545046,0,0,0,0,0,0.34094247,0.005245269,0,0,0,0,0.005245269,0.435357308,0,0,0,0,0,0,0,0,0.440602576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591162771,0,110.7853216,0,2.218748689,0,0,0,0,0,0
270,12,37.1,0,160.5963695,0.333318319,0.78374848,0.009008603,1.504436737,0,0.018017206,1.783703437,0,91.53641728,0,0,124.3907932,0,0,0,9.251835503,0,0,0.387369938,0,0.603576415,0,0,28.55727219,0.081077429,0,0,0.009008603,0,0,0,5.6033512,0,8.73834512,0,18.40457637,0,0,0,0,0.063060223,6.675374983,0,7.828476195,0,0,1.189135625,0,18.37755056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50448178,0,0,0,0,6.63934057,0,0,4.990766182,0,165.3889464,9.062654835,0.738705464,0,0,0,0,0,0,1.918832485,0,3.044907887,0,0,0,0,0,48.80861222,0,0,0,0,0,0,0,0,0,0,0.75672267,0,0.351335525,0,0,0,0,0,0,0.018017206,0,0,0.918877528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.423179136,0.909868925,0,0,0,0,0,0,0,173.0642764,3.071933697,0,0,0,0,0,0,0,0,1.225170037,0,0,0,0.846808702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315301113,0.891851718,0,74.38403676,0,0.47745597,0,0,0.009008603,0,0,0
271,11,50,0,144.440032,0.803999818,0.179028299,2.415254513,0,0.182283359,0.00325506,10.07115561,0,548.2432441,0,0,100.3632647,0,1.380145436,0,48.86170552,0,0,5.849342803,0,0.13345746,0,0,2.688679552,0,0,0,8.206006237,0,0,0,2.115788994,0,36.5543237,0,2.633343533,3.902816929,0,0,0,0,0,0,0.221344079,0,0,0,0,0.00976518,0,0,0,0,0,0,0,0,0.914671857,0,0,0,0.358056599,0,0,0,0,0,0,0,0,0,0,0,0,0.485003939,0,0.10090686,0,18.43991485,0,0,0,0.00325506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119740637,0,0,0,0,0,0,0,0,0,0,4.511513147,0,0,22.3492419,0,0,1.705651435,0,0,0,0,0,2.372938733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747270632,0.00325506,0,0,0,0,0,0.10741698,0,0,0,0,0,0,0.00325506,0,0,0.397117319,0,0,0,4.338994968,0,0,0,0,0,1.562428796,0,3.42432311,0,0.351546479,0,0,11.07371409,0,0,0
